OID_;admin4Name_en;admin4Name_ua;admin4Pcode;admin4RefName;admin3Name_en;admin3Name_ua;admin2Name_en;admin2Name_ua;admin1Name_en;admin1Name_ua;admin0Name_en;admin0Name_ua;date;validOn;admin4ClassType;admin4pcode2016;POINT_X;POINT_Y;osm_id;fclass;population
137;Shumsk;Шумськ;UA6125810100;Shumsk;Shumska;Шумська;Shumskyi;Шумський;Ternopilska;Тернопільська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6125810100;26,114147490000001;50,118926129999998;312259277;town;5387
138;Chornobyl;Чорнобиль;UA3222010500;Chornobyl;Chornobylska zona vidchuzhennia;Чорнобильська зона відчуження;Ivankivskyi;Іванківський;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3222010500;30,224419309999998;51,271847860000001;127834997;town;550
139;Khorostkiv;Хоростків;UA6121611000;Khorostkiv;Khorostkivska;Хоростківська;Husiatynskyi;Гусятинський;Ternopilska;Тернопільська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6121611000;25,917026270000001;49,207665329999998;312256412;town;7067
140;Horodnia;Городня;UA7421410100;Horodnia;Horodnianska;Городнянська;Horodnianskyi;Городнянський;Chernihivska;Чернігівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7421410100;31,586879339999999;51,886796140000001;337504066;town;12766
141;Pershotravensk;Першотравенськ;UA1212600000;Pershotravensk;Pershotravenska;Першотравенська;Pershotravenska;Першотравенська;Dnipropetrovska;Дніпропетровська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1212600000;36,402251749999998;48,348915980000001;337601046;town;29173
142;Ternivka;Тернівка;UA1213500000;Ternivka;Ternivska;Тернівська;Ternivska;Тернівська;Dnipropetrovska;Дніпропетровська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1213500000;36,082906940000001;48,519947479999999;337595599;town;29066
143;Pryluky;Прилуки;UA7410700000;Pryluky;Prylutska;Прилуцька;Prylutska;Прилуцька;Chernihivska;Чернігівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7410700000;32,387997650000003;50,590023850000001;1105432954;town;58890
144;Brovary;Бровари;UA3210600000;Brovary;Brovarska;Броварська;Brovarska;Броварська;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3210600000;30,801299889999999;50,506533550000000;3673183717;town;107384
145;Novovolynsk;Нововолинськ;UA0710700000;Novovolynsk;Novovolynska;Нововолинська;Novovolynska;Нововолинська;Volynska;Волинська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0710700000;24,165221870000000;50,730627710000000;259980476;town;57900
146;Rivne;Рівне;UA5610100000;Rivne;Rivnenska;Рівненська;Rivnenska;Рівненська;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5610100000;26,245338600000000;50,613621150000000;146541158;town;245323
147;Shostka;Шостка;UA5911000000;Shostka;Shostkynska;Шосткинська;Shostkynska;Шосткинська;Sumska;Сумська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5911000000;33,483831240000001;51,870774200000000;337504305;town;79611
148;Ladyzhyn;Ладижин;UA0510600000;Ladyzhyn;Ladyzhynska;Ладижинська;Ladyzhynska;Ладижинська;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0510600000;29,240704000000001;48,683274310000002;337589660;town;24033
149;Varash;Вараш;UA5610700000;Varash;Kuznetsovska;Кузнецовська;Kuznetsovska;Кузнецовська;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5610700000;25,872169650000000;51,327184410000001;269665736;town;43302
150;Trostianets;Тростянець;UA5925010100;Trostianets;Trostianetska;Тростянецька;Trostianetskyi;Тростянецький;Sumska;Сумська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5925010100;34,965330150000000;50,477924440000002;337521060;town;21583
151;Sarny;Сарни;UA5625410100;Sarny;Sarnenska;Сарненська;Sarnenskyi;Сарненський;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5625410100;26,607120699999999;51,332642219999997;337509542;town;28604
152;Kostopil;Костопіль;UA5623410100;Kostopil;Kostopilska;Костопільська;Kostopilskyi;Костопільський;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5623410100;26,443902990000002;50,878970440000003;337514561;town;31159
153;Snovsk;Сновськ;UA7425810100;Snovsk;Snovska;Сновська;Snovskyi;Сновський;Chernihivska;Чернігівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7425810100;31,948042279999999;51,818709349999999;337504690;town;11393
154;Radyvyliv;Радивилів;UA5625810100;Radyvyliv;Radyvylivska;Радивилівська;Radyvylivskyi;Радивилівський;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5625810100;25,259752630000001;50,130436209999999;337533363;town;10487
155;Korets;Корець;UA5623010100;Korets;Koretska;Корецька;Koretskyi;Корецький;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5623010100;27,158847260000002;50,622653909999997;1489631667;town;7428
156;Vyshneve;Вишневе;UA3222410600;Vyshneve;Vyshneva;Вишнева;Kyievo-Sviatoshynskyi;Києво-Святошинський;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3222410600;30,376910559999999;50,388378979999999;36507630;town;39094
157;Irpin;Ірпінь;UA3210900000;Irpin;Irpinska;Ірпінська;Irpinska;Ірпінська;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3210900000;30,242601669999999;50,521438330000002;36505064;town;41533
158;Koriukivka;Корюківка;UA7422410100;Koriukivka;Koriukivska;Корюківська;Koriukivskyi;Корюківський;Chernihivska;Чернігівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7422410100;32,244373230000001;51,771240059999997;337505025;town;14805
159;Khrystynivka;Христинівка;UA7124610100;Khrystynivka;Khrystynivska;Христинівська;Khrystynivskyi;Христинівський;Cherkaska;Черкаська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7124610100;29,966436559999998;48,809586889999999;2773405136;town;8671
160;Talne;Тальне;UA7124010100;Talne;Talnivska;Тальнівська;Talnivskyi;Тальнівський;Cherkaska;Черкаська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7124010100;30,701790760000002;48,885153480000000;337581315;town;14420
161;Chernihiv;Чернігів;UA7410100000;Chernihiv;Chernihivska;Чернігівська;Chernihivska;Чернігівська;Chernihivska;Чернігівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7410100000;31,289182490000002;51,498729050000001;26150436;town;293969
162;Smila;Сміла;UA7110500000;Smila;Smilianska;Смілянська;Smilianska;Смілянська;Cherkaska;Черкаська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7110500000;31,890291220000002;49,214844810000002;337566618;town;68520
163;Kaniv;Канів;UA7110300000;Kaniv;Kanivska;Канівська;Kanivska;Канівська;Cherkaska;Черкаська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7110300000;31,457528770000000;49,747860600000003;497690126;town;25843
164;Vyshhorod;Вишгород;UA3221810100;Vyshhorod;Vyshhorodska;Вишгородська;Vyshhorodskyi;Вишгородський;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3221810100;30,501772899999999;50,586404960000003;289308798;town;27251
165;Koziatyn;Козятин;UA0510500000;Koziatyn;Koziatynska;Козятинська;Koziatynska;Козятинська;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0510500000;28,829248470000000;49,707909890000003;1033896207;town;25386
166;Hnivan;Гнівань;UA0524510500;Hnivan;Hnivanska;Гніванська;Tyvrivskyi;Тиврівський;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0524510500;28,344519779999999;49,089014610000000;337572390;town;12592
167;Bershad;Бершадь;UA0520410100;Bershad;Bershadska;Бершадська;Bershadskyi;Бершадський;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0520410100;29,524336009999999;48,367865860000002;337600821;town;13223
168;Tetiiv;Тетіїв;UA3224610100;Tetiiv;Tetiivska;Тетіївська;Tetiivskyi;Тетіївський;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3224610100;29,678438969999998;49,373177149999997;337561478;town;13235
169;Obukhiv;Обухів;UA3211600000;Obukhiv;Obukhivska;Обухівська;Obukhivska;Обухівська;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3211600000;30,633724180000002;50,117263119999997;337534108;town;32615
170;Bucha;Буча;UA3210800000;Bucha;Buchanska;Бучанська;Buchanska;Бучанська;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3210800000;30,211399990000000;50,551509019999997;312987923;town;27460
171;Fastiv;Фастів;UA3211200000;Fastiv;Fastivska;Фастівська;Fastivska;Фастівська;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3211200000;29,923401230000000;50,076707380000002;337535126;town;50517
172;Yahotyn;Яготин;UA3225510100;Yahotyn;Yahotynska;Яготинська;Yahotynskyi;Яготинський;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3225510100;31,794534880000000;50,237762449999998;;town;
173;Skvyra;Сквира;UA3224010100;Skvyra;Skvyrska;Сквирська;Skvyrskyi;Сквирський;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3224010100;29,659140919999999;49,730794349999996;337547206;town;18000
174;Cherkasy;Черкаси;UA7110100000;Cherkasy;Cherkaska;Черкаська;Cherkaska;Черкаська;Cherkaska;Черкаська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7110100000;32,046852370000003;49,422230999999996;265056942;town;274343
175;Vasylkiv;Васильків;UA3210700000;Vasylkiv;Vasylkivska;Васильківська;Vasylkivska;Васильківська;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3210700000;30,325449140000000;50,181813230000003;337527490;town;37495
176;Vinnytsia;Вінниця;UA0510100000;Vinnytsia;Vinnytska;Вінницька;Vinnytska;Вінницька;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0510100000;28,469781350000002;49,232470870000000;249748477;town;373302
177;Ostroh;Острог;UA5610900000;Ostroh;Ostrozka;Острозька;Ostrozka;Острозька;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5610900000;26,519249779999999;50,327737749999997;337524419;town;15528
178;Haisyn;Гайсин;UA0520810100;Haisyn;Haisynska;Гайсинська;Haisynskyi;Гайсинський;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0520810100;29,392363190000001;48,809457020000004;337584871;town;25711
179;Dubrovytsia;Дубровиця;UA5621810100;Dubrovytsia;Dubrovytska;Дубровицька;Dubrovytskyi;Дубровицький;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5621810100;26,559651740000000;51,566676219999998;337506833;town;9430
180;Skadovsk;Скадовськ;UA6524710100;Skadovsk;Skadovska;Скадовська;Skadovskyi;Скадовський;Khersonska;Херсонська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6524710100;32,907467709999999;46,116325529999997;337692021;town;19073
181;Bar;Бар;UA0520210100;Bar;Barska;Барська;Barskyi;Барський;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0520210100;27,677655720000001;49,077774869999999;337573492;town;15563
182;Khmilnyk;Хмільник;UA0510900000;Khmilnyk;Khmilnytska;Хмільницька;Khmilnytska;Хмільницька;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0510900000;27,947238360000000;49,554604540000000;1723694093;town;28273
183;Zolotonosha;Золотоноша;UA7110400000;Zolotonosha;Zolotoniska;Золотоніська;Zolotoniska;Золотоніська;Cherkaska;Черкаська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7110400000;32,043408450000001;49,665032080000003;1059862891;town;28464
184;Nemyriv;Немирів;UA0523010100;Nemyriv;Nemyrivska;Немирівська;Nemyrivskyi;Немирівський;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0523010100;28,831549769999999;48,968620110000003;337578443;town;11829
185;Illintsi;Іллінці;UA0521210100;Illintsi;Illinetska;Іллінецька;Illinetskyi;Іллінецький;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0521210100;29,203603810000001;49,109671900000002;337571536;town;11340
186;Vatutine;Ватутіне;UA7110200000;Vatutine;Vatutinska;Ватутінська;Vatutinska;Ватутінська;Cherkaska;Черкаська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7110200000;31,057058569999999;49,015064670000001;337575997;town;17805
187;Ukrainka;Українка;UA3223110500;Ukrainka;Ukrainska;Українська;Obukhivskyi;Обухівський;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3223110500;30,736892370000000;50,138757800000000;337528474;town;15338
188;Tatarbunary;Татарбунари;UA5125010100;Tatarbunary;Tatarbunarska;Татарбунарська;Tatarbunarskyi;Татарбунарський;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5125010100;29,611466180000001;45,840297820000004;337693147;town;10881
189;Boiarka;Боярка;UA3222410300;Boiarka;Boiarska;Боярська;Kyievo-Sviatoshynskyi;Києво-Святошинський;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3222410300;30,278169100000000;50,336502750000001;36507632;town;35558
190;Prypiat;Прип'ять;UA3211100000;Prypiat;Chornobylska zona vidchuzhennia;Чорнобильська зона відчуження;Ivankivskyi;Іванківський;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3211100000;30,084465829999999;51,394743030000001;127835001;town;0
191;Berezan;Березань;UA3210400000;Berezan;Berezanska;Березанська;Berezanska;Березанська;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3210400000;31,477518050000000;50,312362120000003;337524664;town;16559
192;Tarashcha;Тараща;UA3224410100;Tarashcha;Tarashchanska;Таращанська;Tarashchanskyi;Таращанський;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3224410100;30,495400889999999;49,560666259999998;620750304;town;11572
193;Myronivka;Миронівка;UA3222910100;Myronivka;Myronivska;Миронівська;Myronivskyi;Миронівський;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3222910100;30,981319469999999;49,661924679999998;5119801550;town;11999
194;Boryspil;Бориспіль;UA3210500000;Boryspil;Boryspilska;Бориспільська;Boryspilska;Бориспільська;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3210500000;30,952562560000001;50,361204209999997;26150796;town;58227
195;Slavutych;Славутич;UA3211500000;Slavutych;Slavutytska;Славутицька;Slavutytska;Славутицька;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3211500000;30,754949580000002;51,523515529999997;337507300;town;24492
196;Oleksandriia;Олександрія;UA3510300000;Oleksandriia;Oleksandriiska;Олександрійська;Oleksandriiska;Олександрійська;Kirovohradska;Кіровоградська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3510300000;33,104550170000003;48,669143929999997;337589760;town;79289
197;Uzyn;Узин;UA3220410500;Uzyn;Uzynska;Узинська;Bilotserkivskyi;Білоцерківський;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3220410500;30,421911930000000;49,819780000000002;337543666;town;12166
198;Rzhyshchiv;Ржищів;UA3211300000;Rzhyshchiv;Rzhyshchivska;Ржищівська;Rzhyshchivska;Ржищівська;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3211300000;31,055817070000000;49,969335460000003;337538749;town;7564
199;Bohuslav;Богуслав;UA3220610100;Bohuslav;Bohuslavska;Богуславська;Bohuslavskyi;Богуславський;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3220610100;30,871340700000001;49,546461100000002;337555159;town;16810
200;Mala Vyska;Мала Виска;UA3523110100;Mala Vyska;Malovyskivska;Маловисківська;Malovyskivskyi;Маловисківський;Kirovohradska;Кіровоградська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3523110100;31,633128410000001;48,646844500000000;337591051;town;11269
201;Novomyrhorod;Новомиргород;UA3523810100;Novomyrhorod;Novomyrhorodska;Новомиргородська;Novomyrhorodskyi;Новомиргородський;Kirovohradska;Кіровоградська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3523810100;31,628312640000001;48,779073089999997;337585583;town;11677
202;Pomichna;Помічна;UA3521710300;Pomichna;Pomichnianska;Помічнянська;Dobrovelychkivskyi;Добровеличківський;Kirovohradska;Кіровоградська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3521710300;31,408856709999998;48,244057400000003;337605628;town;9412
203;Novoukrainka;Новоукраїнка;UA3524010100;Novoukrainka;Novoukrainska;Новоукраїнська;Novoukrainskyi;Новоукраїнський;Kirovohradska;Кіровоградська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3524010100;31,522875639999999;48,321178990000000;337602583;town;17945
204;Peremyshliany;Перемишляни;UA4623310100;Peremyshliany;Peremyshlianska;Перемишлянська;Peremyshlianskyi;Перемишлянський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4623310100;24,556488009999999;49,669624360000000;337550092;town;6918
205;Svitlovodsk;Світловодськ;UA3510900000;Svitlovodsk;Svitlovodska;Світловодська;Svitlovodska;Світловодська;Kirovohradska;Кіровоградська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3510900000;33,254727189999997;49,055644569999998;;town;
206;Bobrynets;Бобринець;UA3520810100;Bobrynets;Bobrynetska;Бобринецька;Bobrynetskyi;Бобринецький;Kirovohradska;Кіровоградська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3520810100;32,164425350000002;48,059781989999998;337661021;town;10945
207;Haivoron;Гайворон;UA3521110100;Haivoron;Haivoronska;Гайворонська;Haivoronskyi;Гайворонський;Kirovohradska;Кіровоградська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3521110100;29,875361229999999;48,337801779999999;2449053011;town;15335
208;Dolynska;Долинська;UA3521910100;Dolynska;Dolynska;Долинська;Dolynskyi;Долинський;Kirovohradska;Кіровоградська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3521910100;32,765812920000002;48,112232740000003;337659199;town;19319
209;Znamianka;Знам'янка;UA3510600000;Znamianka;Znamianka;Знам'янка;Znamianka;Знам'янка;Kirovohradska;Кіровоградська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3510600000;32,673794299999997;48,714378869999997;253006651;town;24274
210;Kaharlyk;Кагарлик;UA3222210100;Kaharlyk;Kaharlytska;Кагарлицька;Kaharlytskyi;Кагарлицький;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3222210100;30,815383380000000;49,864277600000001;1819209275;town;13682
211;Bila Tserkva;Біла Церква;UA3210300000;Bila Tserkva;Bilotserkivska;Білоцерківська;Bilotserkivska;Білоцерківська;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3210300000;30,109268369999999;49,805631929999997;255259998;town;209815
212;Blahovishchenske;Благовіщенське;UA3525510100;Blahovishchenske;Blahovishchenska;Благовіщенська;Blahovishchenskyi;Благовіщенський;Kirovohradska;Кіровоградська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;3525510100;30,220528779999999;48,325055599999999;337601832;town;6236
213;Bibrka;Бібрка;UA4623310300;Bibrka;Bibrska;Бібрська;Peremyshlianskyi;Перемишлянський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4623310300;24,294910829999999;49,638424309999998;313245999;town;3781
214;Hrebinka;Гребінка;UA5320810100;Hrebinka;Hrebinkivska;Гребінківська;Hrebinkivskyi;Гребінківський;Poltavska;Полтавська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5320810100;32,442648990000002;50,119630749999999;286421384;town;11562
215;Zinkiv;Зіньків;UA5321310100;Zinkiv;Zinkivska;Зіньківська;Zinkivskyi;Зіньківський;Poltavska;Полтавська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5321310100;34,361024710000002;50,207507610000000;337526754;town;10393
216;Karlivka;Карлівка;UA5321610100;Karlivka;Karlivska;Карлівська;Karlivskyi;Карлівський;Poltavska;Полтавська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5321610100;35,120668389999999;49,451977390000003;337558295;town;17849
217;Lokhvytsia;Лохвиця;UA5322610100;Lokhvytsia;Lokhvytska;Лохвицька;Lokhvytskyi;Лохвицький;Poltavska;Полтавська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5322610100;33,261615749999997;50,360108349999997;337523758;town;12307
218;Hlobyne;Глобине;UA5320610100;Hlobyne;Hlobynska;Глобинська;Hlobynskyi;Глобинський;Poltavska;Полтавська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5320610100;33,259104200000003;49,389088540000003;337561146;town;12801
219;Kobeliaky;Кобеляки;UA5321810100;Kobeliaky;Kobeliatska;Кобеляцька;Kobeliatskyi;Кобеляцький;Poltavska;Полтавська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5321810100;34,200225359999997;49,147061219999998;337569742;town;17350
220;Khorol;Хорол;UA5324810100;Khorol;Khorolska;Хорольська;Khorolskyi;Хорольський;Poltavska;Полтавська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5324810100;33,258512690000003;49,784604670000000;337545343;town;14643
221;Zavodske;Заводське;UA5322610600;Zavodske;Chervonozavodska;Червонозаводська;Lokhvytskyi;Лохвицький;Poltavska;Полтавська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5322610600;33,387705990000001;50,400249870000003;337522714;town;8700
222;Lubny;Лубни;UA5310700000;Lubny;Lubenska;Лубенська;Lubenska;Лубенська;Poltavska;Полтавська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5310700000;32,986665860000002;50,017610670000003;286421994;town;47845
223;Myrhorod;Миргород;UA5310900000;Myrhorod;Myrhorodska;Миргородська;Myrhorodska;Миргородська;Poltavska;Полтавська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5310900000;33,610855520000001;49,967553510000002;337538836;town;41200
224;Pyriatyn;Пирятин;UA5323810100;Pyriatyn;Pyriatynska;Пирятинська;Pyriatynskyi;Пирятинський;Poltavska;Полтавська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5323810100;32,507748239999998;50,241179090000003;337526122;town;16600
225;Kherson;Херсон;UA6510100000;Kherson;Khersonska;Херсонська;Khersonska;Херсонська;Khersonska;Херсонська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6510100000;32,608566039999999;46,657288340000001;255466573;town;294941
226;Konotop;Конотоп;UA5910400000;Konotop;Konotopska;Конотопська;Konotopska;Конотопська;Sumska;Сумська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5910400000;33,202138320000003;51,235035510000003;337510526;town;87881
227;Hlukhiv;Глухів;UA5910300000;Hlukhiv;Hlukhivska;Глухівська;Hlukhivska;Глухівська;Sumska;Сумська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5910300000;33,909499560000000;51,678257520000003;337505758;town;35800
228;Bilopillia;Білопілля;UA5920610100;Bilopillia;Bilopilska;Білопільська;Bilopilskyi;Білопільський;Sumska;Сумська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5920610100;34,303199499999998;51,150150910000001;337511281;town;19200
229;Romny;Ромни;UA5910700000;Romny;Romenska;Роменська;Romenska;Роменська;Sumska;Сумська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5910700000;33,480113910000000;50,745559450000002;337516855;town;43344
230;Druzhba;Дружба;UA5925610300;Druzhba;Druzhbivska;Дружбівська;Yampilskyi;Ямпільський;Sumska;Сумська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5925610300;33,943558459999998;52,040945520000001;337503119;town;5771
231;Buryn;Буринь;UA5920910100;Buryn;Burynska;Буринська;Burynskyi;Буринський;Sumska;Сумська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5920910100;33,827641819999997;51,195309440000003;337510804;town;9299
232;Lebedyn;Лебедин;UA5910500000;Lebedyn;Lebedynska;Лебединська;Lebedynska;Лебединська;Sumska;Сумська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5910500000;34,481573930000003;50,583949140000001;1628109752;town;26244
233;Vorozhba;Ворожба;UA5920610300;Vorozhba;Vorozhbianska;Ворожбянська;Bilopilskyi;Білопільський;Sumska;Сумська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;5920610300;34,230826499999999;51,173474890000001;337511059;town;9800
234;Lanivtsi;Ланівці;UA6123810100;Lanivtsi;Lanovetska;Лановецька;Lanovetskyi;Лановецький;Ternopilska;Тернопільська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6123810100;26,096426319999999;49,861455180000000;312249487;town;8682
235;Zbarazh;Збараж;UA6122410100;Zbarazh;Zbarazka;Збаразька;Zbarazkyi;Збаразький;Ternopilska;Тернопільська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6122410100;25,774106230000001;49,666731200000001;300906140;town;13915
236;Buchach;Бучач;UA6121210100;Buchach;Buchatska;Бучацька;Buchatskyi;Бучацький;Ternopilska;Тернопільська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6121210100;25,379592490000000;49,061099470000002;312235616;town;12514
