OID_;admin4Name_en;admin4Name_ua;admin4Pcode;admin4RefName;admin3Name_en;admin3Name_ua;admin2Name_en;admin2Name_ua;admin1Name_en;admin1Name_ua;admin0Name_en;admin0Name_ua;date;validOn;admin4ClassType;admin4pcode2016;POINT_X;POINT_Y;osm_id;fclass;population
237;Zalishchyky;Заліщики;UA6122010100;Zalishchyky;Zalishchytska;Заліщицька;Zalishchytskyi;Заліщицький;Ternopilska;Тернопільська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6122010100;25,730150129999998;48,653748360000002;312238259;town;9426
238;Oleshky;Олешки;UA6525010100;Oleshky;Oleshkivska;Олешківська;Oleshkivskyi;Олешківський;Khersonska;Херсонська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6525010100;32,723324249999997;46,617622900000001;337688735;town;24639
239;Monastyryska;Монастириська;UA6124210100;Monastyryska;Monastyryska;Монастириська;Monastyryskyi;Монастириський;Ternopilska;Тернопільська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6124210100;25,167463160000000;49,090644089999998;312250942;town;6134
240;Pidhaitsi;Підгайці;UA6124810100;Pidhaitsi;Pidhaietska;Підгаєцька;Pidhaietskyi;Підгаєцький;Ternopilska;Тернопільська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6124810100;25,122221090000000;49,268272629999998;312252064;town;2937
241;Pochaiv;Почаїв;UA6123410500;Pochaiv;Pochaivska;Почаївська;Kremenetskyi;Кременецький;Ternopilska;Тернопільська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6123410500;25,510472830000001;50,002999459999998;312253429;town;7842
242;Nova Kakhovka;Нова Каховка;UA6510700000;Nova Kakhovka;Novokakhovska;Новокаховська;Novokakhovska;Новокаховська;Khersonska;Херсонська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6510700000;33,367457150000000;46,750104200000003;337687341;town;48298
243;Tavriisk;Таврійськ;UA6510770800;Tavriisk;Tavriiska;Таврійська;Novokakhovska;Новокаховська;Khersonska;Херсонська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6510770800;33,428262050000001;46,753878149999998;337687328;town;11051
244;Zboriv;Зборів;UA6122610100;Zboriv;Zborivska;Зборівська;Zborivskyi;Зборівський;Ternopilska;Тернопільська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6122610100;25,155069529999999;49,657656930000002;312242901;town;7163
245;Kopychyntsi;Копичинці;UA6121610400;Kopychyntsi;Kopychynska;Копичинська;Husiatynskyi;Гусятинський;Ternopilska;Тернопільська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6121610400;25,910672540000000;49,109809700000000;1712742817;town;6869
246;Skalat;Скалат;UA6124610500;Skalat;Skalatska;Скалатська;Pidvolochyskyi;Підволочиський;Ternopilska;Тернопільська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6124610500;25,976505790000001;49,428600729999999;312254157;town;3989
247;Beryslav;Берислав;UA6520610100;Beryslav;Beryslavska;Бериславська;Beryslavskyi;Бериславський;Khersonska;Херсонська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6520610100;33,431813249999998;46,845313439999998;337686273;town;13457
248;Henichesk;Генічеськ;UA6522110100;Henichesk;Henicheska;Генічеська;Henicheskyi;Генічеський;Khersonska;Херсонська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6522110100;34,801768920000001;46,176217510000001;337691804;town;20487
249;Hola Prystan;Гола Пристань;UA6510300000;Hola Prystan;Holoprystanska;Голопристанська;Holoprystanska;Голопристанська;Khersonska;Херсонська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6510300000;32,528241970000003;46,523523109999999;337689476;town;14755
250;Kakhovka;Каховка;UA6510400000;Kakhovka;Kakhovska;Каховська;Kakhovska;Каховська;Khersonska;Херсонська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6510400000;33,474694309999997;46,806497780000001;337686681;town;37409
251;Bilohirsk;Білогірськ;UA0120710100;Bilohirsk;Bilohirska;Білогірська;Bilohirskyi;Білогірський;Avtonomna Respublika Krym;Автономна Республіка Крим;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0120710100;34,601828110000000;45,055546440000001;337697952;town;18208
252;Ichnia;Ічня;UA7421710100;Ichnia;Ichnianska;Ічнянська;Ichnianskyi;Ічнянський;Chernihivska;Чернігівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7421710100;32,386749379999998;50,854620019999999;337514854;town;11781
253;Bakhmach;Бахмач;UA7420310100;Bakhmach;Bakhmatska;Бахмацька;Bakhmatskyi;Бахмацький;Chernihivska;Чернігівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7420310100;32,825295670000003;51,177635080000002;337511007;town;18798
254;Volochysk;Волочиськ;UA6820910100;Volochysk;Volochyska;Волочиська;Volochyskyi;Волочиський;Khmelnytska;Хмельницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6820910100;26,218972510000000;49,536255019999999;313201266;town;19723
255;Dunaivtsi;Дунаївці;UA6821810100;Dunaivtsi;Dunaievetska;Дунаєвецька;Dunaievetskyi;Дунаєвецький;Khmelnytska;Хмельницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6821810100;26,853773589999999;48,889920820000000;313203599;town;16147
256;Sudak;Судак;UA0111700000;Sudak;Sudatska;Судацька;Sudatska;Судацька;Avtonomna Respublika Krym;Автономна Республіка Крим;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0111700000;34,975347220000003;44,855465840000001;321657923;town;15300
257;Feodosiia;Феодосія;UA0111600000;Feodosiia;Feodosiiska;Феодосійська;Feodosiiska;Феодосійська;Avtonomna Respublika Krym;Автономна Республіка Крим;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0111600000;35,374270320000001;45,044097979999997;1830695011;town;67750
258;Iziaslav;Ізяслав;UA6822110100;Iziaslav;Iziaslavska;Ізяславська;Iziaslavskyi;Ізяславський;Khmelnytska;Хмельницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6822110100;26,830718290000000;50,109805880000003;313211809;town;17203
259;Khmelnytskyi;Хмельницький;UA6810100000;Khmelnytskyi;Khmelnytska;Хмельницька;Khmelnytska;Хмельницька;Khmelnytska;Хмельницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6810100000;26,998879219999999;49,411700639999999;251223522;town;269308
260;Krasyliv;Красилів;UA6822710100;Krasyliv;Krasylivska;Красилівська;Krasylivskyi;Красилівський;Khmelnytska;Хмельницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6822710100;26,971795080000000;49,653898830000003;313241671;town;19761
261;Shepetivka;Шепетівка;UA6810700000;Shepetivka;Shepetivska;Шепетівська;Shepetivska;Шепетівська;Khmelnytska;Хмельницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6810700000;27,070798520000000;50,181424100000001;313245343;town;43512
262;Bakhchysarai;Бахчисарай;UA0120410100;Bakhchysarai;Bakhchysaraiska;Бахчисарайська;Bakhchysaraiskyi;Бахчисарайський;Avtonomna Respublika Krym;Автономна Республіка Крим;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0120410100;33,864769799999998;44,749692300000000;292995540;town;26215
263;Saky;Саки;UA0111400000;Saky;Sakska;Сакська;Sakska;Сакська;Avtonomna Respublika Krym;Автономна Республіка Крим;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0111400000;33,569142610000000;45,128895849999999;337697542;town;24156
264;Semenivka;Семенівка;UA7424710100;Semenivka;Semenivska;Семенівська;Semenivskyi;Семенівський;Chernihivska;Чернігівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7424710100;32,586592310000000;52,175982040000001;337502651;town;8450
265;Shcholkine;Щолкіне;UA0122710500;Shcholkine;Shcholkinska;Щолкінська;Leninskyi;Ленінський;Avtonomna Respublika Krym;Автономна Республіка Крим;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0122710500;35,825602590000003;45,427822730000003;311423386;town;11231
266;Yalta;Ялта;UA0111900000;Yalta;Yaltynska;Ялтинська;Yaltynska;Ялтинська;Avtonomna Respublika Krym;Автономна Республіка Крим;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0111900000;34,156981230000000;44,503974720000002;337700122;town;8413
267;Snizhne;Сніжне;UA1414400000;Snizhne;Snizhnianska;Сніжнянська;Snizhnianska;Сніжнянська;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1414400000;38,717789420000003;48,004645099999998;;town;
268;Bobrovytsia;Бобровиця;UA7420610100;Bobrovytsia;Bobrovytska;Бобровицька;Bobrovytskyi;Бобровицький;Chernihivska;Чернігівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7420610100;31,385056570000000;50,750051329999998;337516727;town;11244
269;Borzna;Борзна;UA7420810100;Borzna;Borznianska;Борзнянська;Borznianskyi;Борзнянський;Chernihivska;Чернігівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7420810100;32,427882330000003;51,252123130000001;271789530;town;10640
270;Simferopol;Сімферополь;UA0110100000;Simferopol;Simferopolska;Сімферопольська;Simferopolska;Сімферопольська;Avtonomna Respublika Krym;Автономна Республіка Крим;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0110100000;34,115190530000000;44,948974000000000;252176252;town;340540
271;Nizhyn;Ніжин;UA7410400000;Nizhyn;Nizhynska;Ніжинська;Nizhynska;Ніжинська;Chernihivska;Чернігівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7410400000;31,878386700000000;51,045555380000003;337512379;town;74058
272;Nosivka;Носівка;UA7423810100;Nosivka;Nosivska;Носівська;Nosivskyi;Носівський;Chernihivska;Чернігівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7423810100;31,582619059999999;50,930716609999998;330171451;town;14185
273;Alupka;Алупка;UA0111970200;Alupka;Alupkynska;Алупкинська;Yaltynska;Ялтинська;Avtonomna Respublika Krym;Автономна Республіка Крим;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0111970200;34,046083340000003;44,420261560000000;2407788294;town;8497
274;Armiansk;Армянськ;UA0111500000;Armiansk;Armianska;Армянська;Armianska;Армянська;Avtonomna Respublika Krym;Автономна Республіка Крим;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0111500000;33,695446470000000;46,108708239999999;337692066;town;22530
275;Krasnoperekopsk;Красноперекопськ;UA0111300000;Krasnoperekopsk;Krasnoperekopska;Красноперекопська;Krasnoperekopska;Красноперекопська;Avtonomna Respublika Krym;Автономна Республіка Крим;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0111300000;33,793761590000003;45,956618079999998;337692649;town;30033
276;Yevpatoriia;Євпаторія;UA0110900000;Yevpatoriia;Yevpatoriiska;Євпаторійська;Yevpatoriiska;Євпаторійська;Avtonomna Respublika Krym;Автономна Республіка Крим;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0110900000;33,366629990000000;45,207565740000000;27212295;town;108149
277;Netishyn;Нетішин;UA6810500000;Netishyn;Netishynska;Нетішинська;Netishynska;Нетішинська;Khmelnytska;Хмельницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6810500000;26,636607359999999;50,339483940000001;313241988;town;36497
278;Almazna;Алмазна;UA4413170200;Almazna;Almaznianska;Алмазнянська;Stakhanovska;Стахановська;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4413170200;38,582432230000002;48,522534149999998;337595527;town;4384
279;Slavuta;Славута;UA6810600000;Slavuta;Slavutska;Славутська;Slavutska;Славутська;Khmelnytska;Хмельницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6810600000;26,872005649999998;50,297479180000003;313243807;town;35506
280;Starokostiantyniv;Старокостянтинів;UA6810800000;Starokostiantyniv;Starokostiantynivska;Старокостянтинівська;Starokostiantynivska;Старокостянтинівська;Khmelnytska;Хмельницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6810800000;27,178749000000000;49,750124419999999;337546205;town;35016
281;Horodok;Городок;UA6821210100;Horodok;Horodotska;Городоцька;Horodotskyi;Городоцький;Khmelnytska;Хмельницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6821210100;26,582337819999999;49,175386179999997;313201927;town;16885
282;Derazhnia;Деражня;UA6821510100;Derazhnia;Derazhnianska;Деражнянська;Derazhnianskyi;Деражнянський;Khmelnytska;Хмельницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6821510100;27,432283829999999;49,266845330000002;313202432;town;14381
283;Bolekhiv;Болехів;UA2610200000;Bolekhiv;Bolekhivska;Болехівська;Bolekhivska;Болехівська;Ivano-Frankivska;Івано-Франківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2610200000;23,854099829999999;49,066397580000000;312262525;town;10766
284;Kosiv;Косів;UA2623610100;Kosiv;Kosivska;Косівська;Kosivskyi;Косівський;Ivano-Frankivska;Івано-Франківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2623610100;25,084402220000001;48,316732840000000;312272980;town;8456
285;Tlumach;Тлумач;UA2625610100;Tlumach;Tlumatska;Тлумацька;Tlumatskyi;Тлумацький;Ivano-Frankivska;Івано-Франківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2625610100;24,996959660000002;48,863579420000001;312280194;town;8841
286;Dzhankoi;Джанкой;UA0110600000;Dzhankoi;Dzhankoiska;Джанкойська;Dzhankoiska;Джанкойська;Avtonomna Respublika Krym;Автономна Республіка Крим;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0110600000;34,391887590000003;45,709931550000000;256579283;town;36665
287;Dolyna;Долина;UA2622010100;Dolyna;Dolynska;Долинська;Dolynskyi;Долинський;Ivano-Frankivska;Івано-Франківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2622010100;23,981874540000000;48,979039770000000;312269689;town;20453
288;Enerhodar;Енергодар;UA2312500000;Enerhodar;Enerhodarska;Енергодарська;Enerhodarska;Енергодарська;Zaporizka;Запорізька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2312500000;34,616286670000001;47,504739649999998;;town;
289;Dniprorudne;Дніпрорудне;UA2320910400;Dniprorudne;Dniprorudnenska;Дніпрорудненська;Vasylivskyi;Василівський;Zaporizka;Запорізька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2320910400;34,996318309999999;47,385157130000003;337677420;town;19720
290;Tysmenytsia;Тисмениця;UA2625810100;Tysmenytsia;Tysmenytska;Тисменицька;Tysmenytskyi;Тисменицький;Ivano-Frankivska;Івано-Франківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2625810100;24,851015090000001;48,901600950000002;267110729;town;9618
291;Yaremche;Яремче;UA2611000000;Yaremche;Yaremchanska;Яремчанська;Yaremchanska;Яремчанська;Ivano-Frankivska;Івано-Франківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2611000000;24,569591299999999;48,459338260000003;262290470;town;8047
292;Myrnohrad;Мирноград;UA1411300000;Myrnohrad;Myrnohradska;Мирноградська;Dymytrivska;Димитрівська;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1411300000;37,282729959999998;48,268867680000000;;town;
293;Storozhynets;Сторожинець;UA7324510100;Storozhynets;Storozhynetska;Сторожинецька;Storozhynetskyi;Сторожинецький;Chernivetska;Чернівецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7324510100;25,726855310000001;48,162822939999998;285727177;town;14508
294;Vyzhnytsia;Вижниця;UA7320510100;Vyzhnytsia;Vyzhnytska;Вижницька;Vyzhnytskyi;Вижницький;Chernivetska;Чернівецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7320510100;25,168716509999999;48,243782799999998;285722393;town;4285
295;Donetsk;Донецьк;UA1410100000;Donetsk;Donetska;Донецька;Donetska;Донецька;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1410100000;37,762855010000003;48,008612130000003;39682896;town;929063
296;Svitlodarsk;Світлодарськ;UA1420910600;Svitlodarsk;Svitlodarska;Світлодарська;Bakhmutskyi;Бахмутський;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1420910600;38,220982350000000;48,433660860000003;256613798;town;12273
297;Staryi Krym;Старий Крим;UA0121610400;Staryi Krym;Starokrymska;Старокримська;Kirovskyi;Кіровський;Avtonomna Respublika Krym;Автономна Республіка Крим;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0121610400;35,089857019999997;45,029091780000002;337698201;town;9446
298;Polonne;Полонне;UA6823610100;Polonne;Polonska;Полонська;Polonskyi;Полонський;Khmelnytska;Хмельницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6823610100;27,508943510000002;50,126524269999997;664074031;town;21999
299;Sniatyn;Снятин;UA2625210100;Sniatyn;Sniatynska;Снятинська;Sniatynskyi;Снятинський;Ivano-Frankivska;Івано-Франківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2625210100;25,570841300000001;48,447415419999999;312276821;town;10161
300;Vashkivtsi;Вашківці;UA7320510400;Vashkivtsi;Vashkovetska;Вашковецька;Vyzhnytskyi;Вижницький;Chernivetska;Чернівецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7320510400;25,507194389999999;48,382604630000003;285722034;town;5455
301;Sokyriany;Сокиряни;UA7324010100;Sokyriany;Sokyrianska;Сокирянська;Sokyrianskyi;Сокирянський;Chernivetska;Чернівецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7324010100;27,414904419999999;48,448200980000003;285726798;town;9538
302;Berdychiv;Бердичів;UA1810400000;Berdychiv;Berdychivska;Бердичівська;Berdychivska;Бердичівська;Zhytomyrska;Житомирська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1810400000;28,591283449999999;49,897248259999998;337541446;town;78774
303;Andrushivka;Андрушівка;UA1820310100;Andrushivka;Andrushivska;Андрушівська;Andrushivskyi;Андрушівський;Zhytomyrska;Житомирська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1820310100;29,004359839999999;50,020562050000002;337536703;town;9092
304;Baranivka;Баранівка;UA1820610100;Baranivka;Baranivska;Баранівська;Baranivskyi;Баранівський;Zhytomyrska;Житомирська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1820610100;27,667121609999999;50,296938910000001;337525063;town;12128
305;Korostyshiv;Коростишів;UA1822510100;Korostyshiv;Korostyshivska;Коростишівська;Korostyshivskyi;Коростишівський;Zhytomyrska;Житомирська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1822510100;29,056365169999999;50,321514290000003;255260767;town;25768
306;Kitsman;Кіцмань;UA7322510100;Kitsman;Kitsmanska;Кіцманська;Kitsmanskyi;Кіцманський;Chernivetska;Чернівецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7322510100;25,764744029999999;48,441980719999997;285724548;town;6995
307;Radomyshl;Радомишль;UA1825010100;Radomyshl;Radomyshlska;Радомишльська;Radomyshlskyi;Радомишльський;Zhytomyrska;Житомирська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1825010100;29,227509609999998;50,495116130000000;337520736;town;15003
308;Hertsa;Герца;UA7320710100;Hertsa;Hertsaivska;Герцаївська;Hertsaivskyi;Герцаївський;Chernivetska;Чернівецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7320710100;26,259076310000001;48,150814279999999;285723343;town;2130
309;Chernivtsi;Чернівці;UA7310100000;Chernivtsi;Chernivetska;Чернівецька;Chernivetska;Чернівецька;Chernivetska;Чернівецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7310100000;25,937372289999999;48,303023889999999;428339505;town;266650
310;Khotyn;Хотин;UA7325010100;Khotyn;Khotynska;Хотинська;Khotynskyi;Хотинський;Chernivetska;Чернівецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;7325010100;26,491075320000000;48,510295970000001;268080348;town;9422
311;Chasiv Yar;Часів Яр;UA1420911000;Chasiv Yar;Chasovoiarska;Часовоярська;Bakhmutskyi;Бахмутський;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1410370600;37,851876779999998;48,593401630000002;256613727;town;14360
312;Zhytomyr;Житомир;UA1810100000;Zhytomyr;Zhytomyrska;Житомирська;Zhytomyrska;Житомирська;Zhytomyrska;Житомирська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1810100000;28,673605649999999;50,259109789999997;252098339;town;267610
313;Korosten;Коростень;UA1810700000;Korosten;Korostenska;Коростенська;Korostenska;Коростенська;Zhytomyrska;Житомирська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1810700000;28,633993190000002;50,957812099999998;337513583;town;65643
314;Pokrovsk;Покровськ;UA1413200000;Pokrovsk;Pokrovska;Покровська;Pokrovska;Покровська;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1413200000;37,179079320000000;48,283074499999998;256613916;town;63635
315;Kyiv;Київ;UA8000000000;Kyiv;Kyivska;Київська;Kyivska;Київська;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;8000000000;30,547518940000000;50,448392130000002;;town;
316;Sviatohirsk;Святогірськ;UA1414170500;Sviatohirsk;Sviatohirska;Святогірська;Slovianska;Слов'янська;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1414170500;37,569145839999997;49,040276130000002;3013732883;town;4692
317;Yenakiieve;Єнакієве;UA1412000000;Yenakiieve;Yenakiievska miska rada;Єнакієвська міська рада;Yenakiivska;Єнакіївська;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1412000000;38,214412910000000;48,228360369999997;1756064259;town;85663
318;Makiivka;Макіївка;UA1413500000;Makiivka;Makiivska;Макіївська;Makiivska;Макіївська;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1413500000;37,965219589999997;48,057463460000001;256613930;town;358156
319;Alushta;Алушта;UA0110300000;Alushta;Alushtynska;Алуштинська;Alushtynska;Алуштинська;Avtonomna Respublika Krym;Автономна Республіка Крим;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0110300000;34,411611160000000;44,672340880000000;254554018;town;28672
320;Dubliany;Дубляни;UA4622710200;Dubliany;Dublianska;Дублянська;Zhovkivskyi;Жовківський;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4622710200;24,086049540000001;49,904793429999998;313248365;town;10795
321;Kostiantynivka;Костянтинівка;UA1412600000;Kostiantynivka;Kostiantynivska;Костянтинівська;Kostiantynivska;Костянтинівська;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1412600000;37,701409609999999;48,522420820000001;256613898;town;78179
322;Inkerman;Інкерман;UA8536310300;Inkerman;Inkermanska;Інкерманська;Sevastopolska;Севастопольська;Sevastopol;Севастопольська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;8536310300;33,602432630000003;44,618096119999997;337699713;town;11918
323;Soledar;Соледар;UA1420910800;Soledar;Soledarska;Соледарська;Bakhmutskyi;Бахмутський;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;1410370300;38,068052100000003;48,694675470000000;256613683;town;11898
324;Novyi Buh;Новий Буг;UA4824510100;Novyi Buh;Novobuzka;Новобузька;Novobuzkyi;Новобузький;Mykolaivska;Миколаївська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4824510100;32,531415490000001;47,694233130000001;1781546544;town;15686
325;Lutsk;Луцьк;UA0710100000;Lutsk;Lutska;Луцька;Lutska;Луцька;Volynska;Волинська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;0710100000;25,334017960000001;50,750922729999999;146570870;town;217502
326;Oleksandrivsk;Олександрівськ;UA4410160300;Oleksandrivsk;Oleksandrivska;Олександрівська;Luhanska;Луганська;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4410160300;39,187101630000001;48,586176490000000;337592635;town;6709
327;Luhansk;Луганськ;UA4410100000;Luhansk;Luhanska;Луганська;Luhanska;Луганська;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4410100000;39,322253600000003;48,563202179999998;253874196;town;414509
328;Borshchiv;Борщів;UA6120810100;Borshchiv;Borshchivska;Борщівська;Borshchivskyi;Борщівський;Ternopilska;Тернопільська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;6120810100;26,053778049999998;48,805553250000003;312230548;town;11273
329;Zaporizhzhia;Запоріжжя;UA2310100000;Zaporizhzhia;Zaporizka;Запорізька;Zaporizka;Запорізька;Zaporizka;Запорізька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2310100000;35,185955300000003;47,849601499999999;;town;
330;Voznesensk;Вознесенськ;UA4810200000;Voznesensk;Voznesenska;Вознесенська;Voznesenska;Вознесенська;Mykolaivska;Миколаївська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4810200000;31,322157149999999;47,571056319999997;313670944;town;37049
331;Mykolaiv;Миколаїв;UA4810100000;Mykolaiv;Mykolaivska;Миколаївська;Mykolaivska;Миколаївська;Mykolaivska;Миколаївська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4810100000;32,013824579999998;46,855674360000002;;town;
332;Yuzhnoukrainsk;Южноукраїнськ;UA4810800000;Yuzhnoukrainsk;Yuzhnoukrainska;Южноукраїнська;Yuzhnoukrainska;Южноукраїнська;Mykolaivska;Миколаївська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;4810800000;31,214887370000000;47,814125799999999;337668729;town;40206
333;Molochansk;Молочанськ;UA2325210100;Molochansk;Molochanska;Молочанська;Tokmatskyi;Токмацький;Zaporizka;Запорізька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;міста;2325210100;35,595684530000000;47,207777880000002;337680572;town;7090
