OID_;admin4Name_en;admin4Name_ua;admin4Pcode;admin4RefName;admin3Name_en;admin3Name_ua;admin2Name_en;admin2Name_ua;admin2Name_ru;admin2Pcode;admin1Name_en;admin1Name_ua;admin0Name_en;admin0Name_ua;date;validOn;admin4ClassType;admin4pcode2016;POINT_X;POINT_Y;FID;osm_id;fclass;population
1;Rohan;Рогань;UA6325158500;Rohan;Rohanska;Роганська;Kharkivskyi;Харківський;Харьковский;UA63251;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6325158500;36,484189170000001;49,893427250000002;29775;940916887;village;5046
2;Malynivka;Малинівка;UA6325455900;Malynivka;Malynivska;Малинівська;Chuhuivskyi;Чугуївський;Чугуевский;UA63254;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6325455900;36,712833639999999;49,796978269999997;625;256614956;village;261
3;Sartana;Сартана;UA1412365300;Sartana;Sartanska;Сартанська;Mariupolska;Маріупольська;Мариупольский;UA14123;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);1412365300;37,690611980000000;47,176443169999999;214;256613885;village;10772
4;Bile;Біле;UA4422255300;Bile;Bilivska;Білівська;Lutuhynskyi;Лутугинский;Лутугинский;UA44222;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4422255300;39,052729530000001;48,498453130000001;2689;337506075;village;304
5;Novopokrovka;Новопокровка;UA6325456200;Novopokrovka;Novopokrovska;Новопокровська;Chuhuivskyi;Чугуївський;Чугуевский;UA63254;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6325456200;36,547395960000003;49,835601590000003;12138;337543316;village;5027
6;Pechenihy;Печеніги;UA6324655100;Pechenihy;Pechenizka;Печенізька;Pechenizkyi;Печенізький;Печенежский;UA63246;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6324655100;36,931595369999997;49,870022100000000;11920;337542401;village;6033
7;Vvedenka;Введенка;UA6325455300;Vvedenka;Vvedenska;Введенська;Chuhuivskyi;Чугуївський;Чугуевский;UA63254;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6325455300;36,505010970000001;49,823815570000001;12233;337543657;village;2710
8;Eskhar;Есхар;UA6325456800;Eskhar;Eskharivska;Есхарівська;Chuhuivskyi;Чугуївський;Чугуевский;UA63254;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6325456800;36,589679130000000;49,795237540000002;12537;337544814;village;5602
9;Staryi Saltiv;Старий Салтів;UA6321655800;Staryi Saltiv;Starosaltivska;Старосалтівська;Vovchanskyi;Вовчанський;Волчанский;UA63216;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6321655800;36,791656359999998;50,080336180000003;30120;1611105077;village;4073
10;Andriivka;Андріївка;UA1421555100;Andriivka;Andriivska;Андріївська;Volnovaskyi;Волноваський;Волновахский;UA14215;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);1421555100;37,655846470000000;47,460952040000002;296;256614035;village;2236
11;Myrne;Мирне;UA1421556600;Myrne;Myrnenska;Мирненська;Volnovaskyi;Волноваський;Волновахский;UA14215;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);1421556600;37,732279130000002;47,426328290000001;595;256614828;village;587
12;Bulavynske;Булавинське;UA1420955100;Bulavynske;Bulavynska;Булавинська;Bakhmutskyi;Бахмутський;Бахмутский;UA14209;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);1420955100;38,341594690000001;48,250225919999998;181;256613837;village;3217
13;Olkhovatka;Ольховатка;UA1420956000;Olkhovatka;Olkhovatska;Ольховатська;Bakhmutskyi;Бахмутський;Бахмутский;UA14209;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);1420956000;38,392423149999999;48,240218659999996;202;256613862;village;3179
14;Oleksandrivske;Олександрівське;UA1420955600;Oleksandrivske;Bulavynska;Булавинська;Bakhmutskyi;Бахмутський;Бахмутский;UA14209;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);1420955600;38,284134029999997;48,274486170000003;180;256613836;village;1648
15;Olenivka;Оленівка;UA1420955800;Olenivka;Bulavynska;Булавинська;Bakhmutskyi;Бахмутський;Бахмутский;UA14209;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);1420955800;38,257150670000001;48,263825629999999;199;256613859;village;797
16;Pryberezhne;Прибережне;UA1420956200;Pryberezhne;Bulavynska;Булавинська;Bakhmutskyi;Бахмутський;Бахмутский;UA14209;Donetska;Донецька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);1420956200;38,322048539999997;48,255990439999998;208;256613873;village;157
17;Lymanske;Лиманське;UA5123955400;Lymanske;Lymanska;Лиманська;Rozdilnianskyi;Роздільнянський;Раздельнянский;UA51239;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5123955400;29,987918380000000;46,667026649999997;21731;337595206;village;217
18;Tomashhorod;Томашгород;UA5625055500;Tomashhorod;Tomashhorodska;Томашгородська;Rokytnivskyi;Рокитнівський;Рокитновский;UA56250;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5625055500;27,065999789999999;51,303635440000001;3466;337509005;village;1586
19;Kvasyliv;Квасилів;UA5624655300;Kvasyliv;Kvasylivska;Квасилівська;Rivnenskyi;Рівненський;Ровенский;UA56246;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5624655300;26,264087029999999;50,559745010000000;7212;337519781;village;8117
20;Velyka Mykhailivka;Велика Михайлівка;UA5121655100;Velyka Mykhailivka;Velykomykhailivska;Великомихайлівська;Velykomykhailivskyi;Великомихайлівський;Великомихайловский;UA51216;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5121655100;29,854077719999999;47,077837539999997;27049;337683193;village;5753
21;Velykodolynske;Великодолинське;UA5123755300;Velykodolynske;Velykodolynska;Великодолинська;Ovidiopolskyi;Овідіопольський;Овидиопольский;UA51237;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5123755300;30,570898450000001;46,340381239999999;28270;337690595;village;13036
22;Sosnove;Соснове;UA5620455700;Sosnove;Sosnivska;Соснівська;Bereznivskyi;Березнівський;Березновский;UA56204;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5620455700;26,995640609999999;50,822682030000003;951;256616113;village;175
23;Liubashivka;Любашівка;UA5123355100;Liubashivka;Liubashivska;Любашівська;Liubashivskyi;Любашівський;Любашевский;UA51233;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5123355100;30,262911989999999;47,834506759999996;25180;337668361;village;9429
24;Mykolaivka;Миколаївка;UA5123555100;Mykolaivka;Mykolaivska;Миколаївська;Mykolaivskyi;Миколаївський;Николаевский;UA51235;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5123555100;30,752884529999999;47,540441979999997;276;256613985;village;15847
25;Novi Biliari;Нові Білярі;UA5122755400;Novi Biliari;Novobiliarska;Новобілярська;Lymanskyi;Лиманський;Лиманский;UA51227;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5122755400;31,004018370000001;46,622148670000001;27939;337688655;village;834
26;Stepan;Степань;UA5625455700;Stepan;Stepanska;Степанська;Sarnenskyi;Сарненський;Сарненский;UA56254;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5625455700;26,301983669999998;51,132331389999997;4292;337511426;village;4108
27;Ovidiopol;Овідіополь;UA5123755100;Ovidiopol;Ovidiopolska;Овідіопольська;Ovidiopolskyi;Овідіопольський;Овидиопольский;UA51237;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5123755100;30,438026090000001;46,247715640000003;28376;337691323;village;11741
28;Petrivka;Петрівка;UA5121855400;Petrivka;Petrivska;Петрівська;Ivanivskyi;Іванівський;Ивановский;UA51218;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5121855400;30,715010710000001;46,907894640000002;161;256613812;village;1121
29;Radisne;Радісне;UA5121855600;Radisne;Radisnenska;Радісненська;Ivanivskyi;Іванівський;Ивановский;UA51218;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5121855600;30,337565489999999;46,999424920000003;10769;337537475;village;224
30;Savran;Саврань;UA5124355100;Savran;Savranska;Савранська;Savranskyi;Савранський;Савранский;UA51243;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5124355100;30,081721890000001;48,130993949999997;13417;337548919;village;13
31;Sarata;Сарата;UA5124555100;Sarata;Saratska;Саратська;Saratskyi;Саратський;Саратский;UA51245;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5124555100;29,658392920000001;46,017669380000001;28531;337692393;village;5084
32;Rokytne;Рокитне;UA5625055100;Rokytne;Rokytnivska;Рокитнівська;Rokytnivskyi;Рокитнівський;Рокитновский;UA56250;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5625055100;27,218246910000001;51,267901680000001;1554;288354177;village;2468
33;Avanhard;Авангард;UA5123755200;Avanhard;Avanhardivska;Авангардівська;Ovidiopolskyi;Овідіопольський;Овидиопольский;UA51237;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5123755200;30,614252149999999;46,464703069999999;22207;337598166;village;136
34;Berezyne;Березине;UA5124755300;Berezyne;Berezynska;Березинська;Tarutynskyi;Тарутинський;Тарутинский;UA51247;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5124755300;29,202656050000002;46,230436570000002;6075;337516688;village;112
35;Klevan;Клевань;UA5624655400;Klevan;Klevanska;Клеванська;Rivnenskyi;Рівненський;Ровенский;UA56246;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5624655400;26,005462940000001;50,746526629999998;6108;337516783;village;7708
36;Klesiv;Клесів;UA5625455400;Klesiv;Klesivska;Клесівська;Sarnenskyi;Сарненський;Сарненский;UA56254;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5625455400;26,893030790000001;51,316935809999997;3579;337509403;village;1492
37;Mizoch;Мізоч;UA5622655400;Mizoch;Mizotska;Мізоцька;Zdolbunivskyi;Здолбунівський;Здолбуновский;UA56226;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5622655400;26,135137650000001;50,399352280000002;8122;337522684;village;3550
38;Suvorove;Суворове;UA5122055400;Suvorove;Suvorovska;Суворовська;Izmailskyi;Ізмаїльський;Измаильский;UA51220;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5122055400;28,983656849999999;45,582601459999999;753;256615347;village;62
39;Tairove;Таїрове;UA5123755800;Tairove;Tairovska;Таїровська;Ovidiopolskyi;Овідіопольський;Овидиопольский;UA51237;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5123755800;30,652560999999999;46,364719690000001;28249;337690467;village;2595
40;Chornomorske;Чорноморське;UA5122755900;Chornomorske;Chornomorska;Чорноморська;Lymanskyi;Лиманський;Лиманский;UA51227;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5122755900;30,955379409999999;46,589517809999997;27990;337689002;village;5978
41;Shyriaieve;Ширяєве;UA5125455100;Shyriaieve;Shyriaivska;Ширяївська;Shyriaivskyi;Ширяївський;Ширяевский;UA51254;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5125455100;30,191500640000001;47,385334850000000;3625;337509535;village;196
42;Rafalivka;Рафалівка;UA5620855400;Rafalivka;Rafalivska;Рафалівська;Volodymyretskyi;Володимирецький;Владимирецкий;UA56208;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5620855400;25,995935320000001;51,309720499999997;3670;337509652;village;3341
43;Ivanivka;Іванівка;UA5121855100;Ivanivka;Ivanivska;Іванівська;Ivanivskyi;Іванівський;Ивановский;UA51218;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5121855100;30,469758320000000;46,976301390000003;623;256614941;village;1052
44;Dobroslav;Доброслав;UA5122755100;Dobroslav;Dobroslavska;Доброславська;Lymanskyi;Лиманський;Лиманский;UA51227;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5122755100;30,942156170000001;46,817673390000003;27575;337686448;village;6863
45;Mlyniv;Млинів;UA5623855100;Mlyniv;Mlynivska;Млинівська;Mlynivskyi;Млинівський;Млиновский;UA56238;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5623855100;25,608972580000000;50,514034270000003;7454;337520527;village;9564
46;Orzhiv;Оржів;UA5624655700;Orzhiv;Orzhivska;Оржівська;Rivnenskyi;Рівненський;Ровенский;UA56246;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5624655700;26,118853219999998;50,749980930000000;6073;337516683;village;3961
47;Dobrianka;Добрянка;UA7424455400;Dobrianka;Dobrianska;Добрянська;Ripkynskyi;Ріпкинський;Репкинский;UA74244;Chernihivska;Чернігівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);7424455400;31,176641109999998;52,059848619999997;1940;337503046;village;3360
48;Volodymyrets;Володимирець;UA5620855100;Volodymyrets;Volodymyretska;Володимирецька;Volodymyretskyi;Володимирецький;Владимирецкий;UA56208;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5620855100;26,143534349999999;51,421868519999997;3271;337508346;village;8857
49;Lozove;Лозове;UA6821555700;Lozove;Lozivska;Лозівська;Derazhnianskyi;Деражнянський;Деражнянский;UA68215;Khmelnytska;Хмельницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6821555700;27,300158520000000;49,292418320000003;462;256614602;village;48
50;Hrytsiv;Гриців;UA6825555300;Hrytsiv;Hrytsivska;Грицівська;Shepetivskyi;Шепетівський;Шепетовский;UA68255;Khmelnytska;Хмельницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6825555300;27,222117260000001;49,972914660000001;10939;337538282;village;3607
51;Smyha;Смига;UA5621655900;Smyha;Smyzka;Смизька;Dubenskyi;Дубенський;Дубенский;UA56216;Rivnenska;Рівненська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5621655900;25,766590749999999;50,233980979999998;9145;337526312;village;2654
52;Smotrych;Смотрич;UA6821855700;Smotrych;Smotrytska;Смотрицька;Dunaievetskyi;Дунаєвецький;Дунаевецкий;UA68218;Khmelnytska;Хмельницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6821855700;26,560741499999999;48,947934220000000;19045;337579251;village;1912
53;Zakupne;Закупне;UA6825255400;Zakupne;Zakupnenska;Закупненська;Chemerovetskyi;Чемеровецький;Чемеровецкий;UA68252;Khmelnytska;Хмельницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6825255400;26,324221260000002;49,114772799999997;17888;337571385;village;1371
54;Orilka;Орілька;UA6323955700;Orilka;Orilska;Орільська;Lozivskyi;Лозівський;Лозовский;UA63239;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6323955700;36,007564709999997;48,975656069999999;18860;337578035;village;3909
55;Myrne;Мирне;UA4421455700;Myrne;Myrnenska;Мирненська;Sorokynskyi;Сорокинський;Сорокинский;UA44214;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4421455700;39,652572859999999;48,284051069999997;595;256614828;village;587
56;Milove;Мілове;UA4422855100;Milove;Milovska;Міловська;Milovskyi;Міловський;Меловский;UA44228;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4422855100;40,126471150000000;49,376288049999999;9682;337527880;village;508
57;Troitske;Троїцьке;UA4425455100;Troitske;Troitska;Троїцька;Troitskyi;Троїцький;Троицкий;UA44254;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4425455100;38,301630729999999;49,915319380000000;967;256616261;village;264
58;Uspenka;Успенка;UA4422256800;Uspenka;Uspenska;Успенська;Lutuhynskyi;Лутугинский;Лутугинский;UA44222;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4422256800;39,139674110000001;48,398171400000003;475;256614623;village;1478
59;Vilshany;Вільшани;UA6322056200;Vilshany;Vilshanska;Вільшанська;Derhachivskyi;Дергачівський;Дергачевский;UA63220;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6322056200;35,883411490000000;50,051786950000000;10420;337535914;village;7252
60;Kehychivka;Кегичівка;UA6323155100;Kehychivka;Kehychivska;Кегичівська;Kehychivskyi;Кегичівський;Кегичевский;UA63231;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6323155100;35,764305690000000;49,285785050000001;16698;337564178;village;6539
61;Manchenky;Манченки;UA6325157600;Manchenky;Manchenkivska;Манченківська;Kharkivskyi;Харківський;Харьковский;UA63251;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6325157600;35,850533570000003;49,979175200000000;10956;337538371;village;1192
62;Zachepylivka;Зачепилівка;UA6322255100;Zachepylivka;Zachepylivska;Зачепилівська;Zachepylivskyi;Зачепилівський;Зачепиловский;UA63222;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6322255100;35,244411849999999;49,196425890000000;16407;337563029;village;906
63;Zolochiv;Золочів;UA6322655100;Zolochiv;Zolochivska;Золочівська;Zolochivskyi;Золочівський;Золочевский;UA63226;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6322655100;35,983607319999997;50,272617349999997;1727;336141192;village;9860
64;Vrubivka;Врубівка;UA4423856200;Vrubivka;Vrubivska;Врубівська;Popasnianskyi;Попаснянський;Попаснянский;UA44238;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4423856200;38,375053610000002;48,741889839999999;20374;337587221;village;1030
65;Utkivka;Утківка;UA6325158800;Utkivka;Utkivska;Утківська;Kharkivskyi;Харківський;Харьковский;UA63251;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6325158800;36,022344500000003;49,792088260000000;12489;337544672;village;1339
66;Donets;Донець;UA6320256000;Donets;Donetska;Донецька;Balakliiskyi;Балаклійський;Балаклейский;UA63202;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6320256000;36,559080299999998;49,505833129999999;14445;337553687;village;1699
67;Shevchenkove;Шевченкове;UA6325755100;Shevchenkove;Shevchenkivska;Шевченківська;Shevchenkivskyi;Шевченківський;Шевченковский;UA63257;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6325755100;37,172689880000000;49,694716769999999;2101;337503847;village;92
68;Khorosheve;Хорошеве;UA6325159100;Khorosheve;Khoroshivska;Хорошівська;Kharkivskyi;Харківський;Харьковский;UA63251;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6325159100;36,226426799999999;49,848269760000001;11983;337542621;village;4620
69;Kostiantynivka;Костянтинівка;UA6323555400;Kostiantynivka;Kostiantynivska;Костянтинівська;Krasnokutskyi;Краснокутський;Краснокутский;UA63235;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6323555400;35,109557469999999;49,951683860000003;221;256613898;village;78179
70;Krasnokutsk;Краснокутськ;UA6323555100;Krasnokutsk;Krasnokutska;Краснокутська;Krasnokutskyi;Краснокутський;Краснокутский;UA63235;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6323555100;35,147092260000001;50,063020309999999;10357;337535629;village;8008
71;Bilyi Kolodiaz;Білий Колодязь;UA6321655300;Bilyi Kolodiaz;Bilokolodiazka;Білоколодязька;Vovchanskyi;Вовчанський;Волчанский;UA63216;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6321655300;37,120371640000002;50,207032050000002;9391;337527003;village;3953
72;Markivka;Марківка;UA4422555100;Markivka;Markivska;Марківська;Markivskyi;Марківський;Марковский;UA44225;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4422555100;39,560487909999999;49,527136790000000;4256;337511314;village;0
73;Myrna Dolyna;Мирна Долина;UA4423857500;Myrna Dolyna;Myrnodolynska;Мирнодолинська;Popasnianskyi;Попаснянський;Попаснянский;UA44238;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4423857500;38,476337119999997;48,809950399999998;355;256614157;village;464
74;Velykyi Loh;Великий Лог;UA4421455300;Velykyi Loh;Velykolohivska;Великологівська;Sorokynskyi;Сорокинський;Сорокинский;UA44214;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4421455300;39,557720680000003;48,261352049999999;23236;337605119;village;638
75;Nyzhnia Duvanka;Нижня Дуванка;UA4424055400;Nyzhnia Duvanka;Nyzhnoduvanska;Нижньодуванська;Svativskyi;Сватівський;Сватовский;UA44240;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4424055400;38,163385990000002;49,574928470000003;14486;337553897;village;2244
76;Novoaidar;Новоайдар;UA4423155100;Novoaidar;Novoaidarska;Новоайдарська;Novoaidarskyi;Новоайдарський;Новоайдарский;UA44231;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4423155100;39,003933510000003;48,964511000000002;18913;337578362;village;8622
77;Rodakove;Родакове;UA4424555900;Rodakove;Rodakivska;Родаківська;Slovianoserbskyi;Слов'яносербський;Славяносербский;UA44245;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4424555900;39,021136919999996;48,555079689999999;21567;337593903;village;6292
78;Komyshuvakha;Комишуваха;UA4423856900;Komyshuvakha;Komyshuvaska;Комишуваська;Popasnianskyi;Попаснянський;Попаснянский;UA44238;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4423856900;38,449638929999999;48,694957469999999;231;256613910;village;497
79;Mala Danylivka;Мала Данилівка;UA6322055900;Mala Danylivka;Malodanylivska;Малоданилівська;Derhachivskyi;Дергачівський;Дергачевский;UA63220;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6322055900;36,165726180000000;50,069443380000003;10422;337535921;village;7471
80;Fashchivka;Фащівка;UA4423657100;Fashchivka;Fashchivska;Фащівська;Perevalskyi;Перевальський;Перевальский;UA44236;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4423657100;38,617202020000001;48,271537109999997;15930;337560749;village;212
81;Borova;Борова;UA6321055100;Borova;Borivska;Борівська;Borivskyi;Борівський;Боровский;UA63210;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6321055100;37,624447640000000;49,378637970000000;9537;337527400;village;8300
82;Slatyne;Слатине;UA6322057300;Slatyne;Slatynska;Слатинська;Derhachivskyi;Дергачівський;Дергачевский;UA63220;Kharkivska;Харківська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6322057300;36,158358640000003;50,210332180000002;9308;337526769;village;6826
83;Novooleksandrivka;Новоолександрівка;UA4421456000;Novooleksandrivka;Novooleksandrivska;Новоолександрівська;Sorokynskyi;Сорокинський;Сорокинский;UA44214;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4421456000;39,619608980000002;48,267969500000000;384;256614295;village;413
84;Kartushyne;Картушине;UA4412347100;Kartushyne;Proletarska;Пролетарська;Rovenkivska;Ровеньківська;Ровеньковский;UA44123;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4412347100;39,253627109999996;48,138324369999999;23640;337657073;village;951
85;Zaporizhzhia;Запоріжжя;UA4411645700;Zaporizhzhia;Zaporizka;Запорізька;Krasnolutska;Краснолуцька;Краснолучский;UA44116;Luhanska;Луганська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4411645700;38,721078730000002;48,256195050000002;9;27122612;village;706116
