OID_;admin4Name_en;admin4Name_ua;admin4Pcode;admin4RefName;admin3Name_en;admin3Name_ua;admin2Name_en;admin2Name_ua;admin2Name_ru;admin2Pcode;admin1Name_en;admin1Name_ua;admin0Name_en;admin0Name_ua;date;validOn;admin4ClassType;admin4pcode2016;POINT_X;POINT_Y;FID;osm_id;fclass;population
384;Ivankiv;Іванків;UA3222055100;Ivankiv;Ivankivska;Іванківська;Ivankivskyi;Іванківський;Иванковский;UA32220;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3222055100;29,891131179999999;50,939682660000003;5138;337513819;village;10602
385;Lypova Dolyna;Липова Долина;UA5923255100;Lypova Dolyna;Lypovodolynska;Липоводолинська;Lypovodolynskyi;Липоводолинський;Липоводолинский;UA59232;Sumska;Сумська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5923255100;33,792267060000000;50,564283410000002;7222;337519813;village;5348
386;Kodra;Кодра;UA3222755400;Kodra;Kodrianska;Кодрянська;Makarivskyi;Макарівський;Макаровский;UA32227;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3222755400;29,558051089999999;50,592157810000003;7016;337519243;village;1485
387;Svesa;Свеса;UA5925655700;Svesa;Sveska;Свеська;Yampilskyi;Ямпільський;Ямпольский;UA59256;Sumska;Сумська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5925655700;33,938187859999999;51,951809400000002;2074;337503711;village;7758
388;Orativ;Оратів;UA0523155100;Orativ;Orativska;Оратівська;Orativskyi;Оратівський;Оратовский;UA05231;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);0523155100;29,535275309999999;49,188512899999999;17364;337567855;village;2913
389;Pishchanka;Піщанка;UA0523255100;Pishchanka;Pishchanska;Піщанська;Pishchanskyi;Піщанський;Песчанский;UA05232;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);0523255100;28,889040999999999;48,208664700000000;1794;337502408;village;0
390;Dashiv;Дашів;UA0521255400;Dashiv;Dashivska;Дашівська;Illinetskyi;Іллінецький;Ильинецкий;UA05212;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);0521255400;29,427765390000001;48,999075699999999;17866;337571192;village;12
391;Zatyshshia;Затишшя;UA5125255400;Zatyshshia;Zatyshanska;Затишанська;Zakharivskyi;Захарівський;Захаровский;UA51252;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5125255400;29,873893620000000;47,333688270000003;2837;337506698;village;260
392;Zelenohirske;Зеленогірське;UA5123355300;Zelenohirske;Zelenohirska;Зеленогірська;Liubashivskyi;Любашівський;Любашевский;UA51233;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5123355300;30,104115660000001;47,880318510000002;25075;337667379;village;1627
393;Vorzel;Ворзель;UA3210945600;Vorzel;Vorzelska;Ворзельська;Irpinska;Ірпінська;Ирпенский;UA32109;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3210945600;30,143209590000001;50,545240679999999;7256;337519932;village;5603
394;Serpneve;Серпневе;UA5124755900;Serpneve;Serpnevska;Серпневська;Tarutynskyi;Тарутинський;Тарутинский;UA51247;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5124755900;29,021411969999999;46,300533590000001;13334;337548587;village;775
395;Mykulyntsi;Микулинці;UA6125055400;Mykulyntsi;Mykulynetska;Микулинецька;Terebovlianskyi;Теребовлянський;Теребовлянский;UA61250;Ternopilska;Тернопільська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6125055400;25,595241600000001;49,401732940000002;15860;337560387;village;3728
396;Pidvolochysk;Підволочиськ;UA6124655100;Pidvolochysk;Pidvolochyska;Підволочиська;Pidvolochyskyi;Підволочиський;Подволочисский;UA61246;Ternopilska;Тернопільська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6124655100;26,146723110000000;49,531956700000002;14936;337556150;village;8002
397;Hlukhivtsi;Глухівці;UA0521455500;Hlukhivtsi;Hlukhovetska;Глуховецька;Koziatynskyi;Козятинський;Казатинский;UA05214;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);0521455500;28,727273430000000;49,772387830000000;12714;337545518;village;3463
398;Kryzhopil;Крижопіль;UA0521955100;Kryzhopil;Kryzhopilska;Крижопільська;Kryzhopilskyi;Крижопільський;Крыжопольский;UA05219;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);0521955100;28,867203860000000;48,383031050000000;22561;337600364;village;9024
399;Kalynivka;Калинівка;UA3221455800;Kalynivka;Kalynivska;Калинівська;Vasylkivskyi;Васильківський;Васильковский;UA32214;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3221455800;30,231845740000001;50,225735149999998;490;256614657;village;112
400;Velyka Dymerka;Велика Димерка;UA3221255200;Velyka Dymerka;Velykodymerska;Великодимерська;Brovarskyi;Броварський;Броварский;UA32212;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3221255200;30,911752289999999;50,594684100000002;7021;337519261;village;9564
401;Chabany;Чабани;UA3222457400;Chabany;Chabanivska;Чабанівська;Kyievo-Sviatoshynskyi;Києво-Святошинський;Киево-Святошинский;UA32224;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3222457400;30,421004419999999;50,339515079999998;8442;337523990;village;3699
402;Kalyta;Калита;UA3221255500;Kalyta;Kalytianska;Калитянська;Brovarskyi;Броварський;Броварский;UA32212;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3221255500;31,025263660000000;50,753004660000002;6097;337516738;village;4789
403;Terezyne;Терезине;UA3220455500;Terezyne;Terezynska;Терезинська;Bilotserkivskyi;Білоцерківський;Белоцерковский;UA32204;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3220455500;30,108620370000001;49,857333150000002;31242;3111573815;village;1653
404;Nemishaieve;Немішаєве;UA3221055900;Nemishaieve;Nemishaivska;Немішаївська;Borodianskyi;Бородянський;Бородянский;UA32210;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3221055900;30,092153440000001;50,562876860000003;7152;337519630;village;6968
405;Bila Krynytsia;Біла Криниця;UA6520955400;Bila Krynytsia;Bilokrynytska;Білокриницька;Velykooleksandrivskyi;Великоолександрівський;Великоалександровский;UA65209;Khersonska;Херсонська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6520955400;33,192740290000003;47,346423979999997;1590;310003076;village;945
406;Zabolottia;Заболоття;UA0724255300;Zabolottia;Zabolottivska;Заболоттівська;Ratnivskyi;Ратнівський;Ратновский;UA07242;Volynska;Волинська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);0724255300;24,236139529999999;51,629529450000000;2720;337506220;village;4299
407;Dubyshche;Дубище;UA0724555300;Dubyshche;Dubyshchenska;Дубищенська;Rozhyshchenskyi;Рожищенський;Рожищенский;UA07245;Volynska;Волинська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);0724555300;25,313878370000001;50,930779479999998;5158;337513882;village;1897
408;Kolky;Колки;UA0723655400;Kolky;Kolkivska;Колківська;Manevytskyi;Маневицький;Маневичский;UA07236;Volynska;Волинська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);0723655400;25,674469810000002;51,099344979999998;2819;337506621;village;1913
409;Ratne;Ратне;UA0724255100;Ratne;Ratnivska;Ратнівська;Ratnivskyi;Ратнівський;Ратновский;UA07242;Volynska;Волинська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);0724255100;24,528955979999999;51,668277300000000;2640;337505820;village;9483
410;Honcharivske;Гончарівське;UA7425555200;Honcharivske;Honcharivska;Гончарівська;Chernihivskyi;Чернігівський;Черниговский;UA74255;Chernihivska;Чернігівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);7425555200;30,929432100000000;51,298081300000000;3699;337509740;village;3312
411;Desna;Десна;UA7422055400;Desna;Desnianska;Деснянська;Kozeletskyi;Козелецький;Козелецкий;UA74220;Chernihivska;Чернігівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);7422055400;30,763365969999999;50,927396819999998;5181;337513949;village;7562
412;Torchyn;Торчин;UA0722855400;Torchyn;Torchynska;Торчинська;Lutskyi;Луцький;Луцкий;UA07228;Volynska;Волинська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);0722855400;25,001747300000002;50,765550290000000;5975;337516509;village;4474
413;Stryzhavka;Стрижавка;UA0520655900;Stryzhavka;Stryzhavska;Стрижавська;Vinnytskyi;Вінницький;Винницкий;UA05206;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);0520655900;28,484260700000000;49,311848779999998;15983;337561016;village;597
414;Lityn;Літин;UA0522455100;Lityn;Litynska;Літинська;Litynskyi;Літинський;Литинский;UA05224;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);0522455100;28,079426869999999;49,325665610000001;4733;337512661;village;316
415;Yerky;Єрки;UA7122255400;Yerky;Yerkivska;Єрківська;Katerynopilskyi;Катеринопільський;Катеринопольский;UA71222;Cherkaska;Черкаська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);7122255400;30,997958489999998;48,988699300000000;11343;337540127;village;466
416;Tomashpil;Томашпіль;UA0523955100;Tomashpil;Tomashpilska;Томашпільська;Tomashpilskyi;Томашпільський;Томашпольский;UA05239;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);0523955100;28,519090899999998;48,548035650000003;14824;337555560;village;595
417;Mykolaivka;Миколаївка;UA5920655300;Mykolaivka;Mykolaivska;Миколаївська;Bilopilskyi;Білопільський;Белопольский;UA59206;Sumska;Сумська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5920655300;34,378638400000000;50,943380449999999;276;256613985;village;15847
418;Nedryhailiv;Недригайлів;UA5923555100;Nedryhailiv;Nedryhailivska;Недригайлівська;Nedryhailivskyi;Недригайлівський;Недригайловский;UA59235;Sumska;Сумська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5923555100;33,882107599999998;50,830346609999999;5591;337515238;village;6186
419;Nyzy;Низи;UA5924755500;Nyzy;Nyzivska;Низівська;Sumskyi;Сумський;Сумский;UA59247;Sumska;Сумська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5924755500;34,781023949999998;50,779911560000002;1715;336140914;village;3790
420;Baryshivka;Баришівка;UA3220255100;Baryshivka;Baryshivska;Баришівська;Baryshivskyi;Баришівський;Барышевский;UA32202;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3220255100;31,316986450000002;50,357550660000001;8327;337523450;village;10950
421;Vapniarka;Вапнярка;UA0523955400;Vapniarka;Vapniarska;Вапнярська;Tomashpilskyi;Томашпільський;Томашпольский;UA05239;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);0523955400;28,743554490000001;48,535841419999997;21751;337595390;village;7891
422;Shatsk;Шацьк;UA0725755100;Shatsk;Shatska;Шацька;Shatskyi;Шацький;Шацкий;UA07257;Volynska;Волинська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);0725755100;23,924043489999999;51,495192590000002;1401;260893514;village;5370
423;Tovste;Товсте;UA6122055500;Tovste;Tovstenska;Товстенська;Zalishchytskyi;Заліщицький;Залещицкий;UA61220;Ternopilska;Тернопільська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);6122055500;25,720729720000001;48,850772120000002;6452;337517826;village;110
424;Liubeshiv;Любешів;UA0723155100;Liubeshiv;Liubeshivska;Любешівська;Liubeshivskyi;Любешівський;Любешовский;UA07231;Volynska;Волинська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);0723155100;25,506934520000001;51,767579920000003;2442;337505163;village;5627
425;Manevychi;Маневичі;UA0723655100;Manevychi;Manevytska;Маневицька;Manevytskyi;Маневицький;Маневичский;UA07236;Volynska;Волинська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);0723655100;25,527347330000001;51,289946280000002;3722;337509799;village;10500
426;Zakharivka;Захарівка;UA5125255100;Zakharivka;Zakharivska;Захарівська;Zakharivskyi;Захарівський;Захаровский;UA51252;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5125255100;29,759121459999999;47,330995670000000;1179;256617986;village;660
427;Kholmy;Холми;UA7422455400;Kholmy;Kholmynska;Холминська;Koriukivskyi;Корюківський;Корюковский;UA74224;Chernihivska;Чернігівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);7422455400;32,601145520000003;51,874745380000000;2200;337504233;village;2892
428;Drabiv;Драбів;UA7120655100;Drabiv;Drabivska;Драбівська;Drabivskyi;Драбівський;Драбовский;UA71206;Cherkaska;Черкаська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);7120655100;32,130801589999997;49,953917210000000;11171;337539301;village;6838
429;Liublynets;Люблинець;UA0722155700;Liublynets;Liublynetska;Люблинецька;Kovelskyi;Ковельський;Ковельский;UA07221;Volynska;Волинська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);0722155700;24,622943549999999;51,190813970000001;4108;337510955;village;4477
430;Khlibodarske;Хлібодарське;UA5121056800;Khlibodarske;Khlibodarska;Хлібодарська;Biliaivskyi;Біляївський;Беляевский;UA51210;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5121056800;30,593806409999999;46,484488990000003;28126;337689792;village;2357
431;Turbiv;Турбів;UA0522255500;Turbiv;Turbivska;Турбівська;Lypovetskyi;Липовецький;Липовецкий;UA05222;Vinnytska;Вінницька;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);0522255500;28,727258310000000;49,341232849999997;16276;337562386;village;6558
432;Tsebrykove;Цебрикове;UA5121655500;Tsebrykove;Tsebrykivska;Цебриківська;Velykomykhailivskyi;Великомихайлівський;Великомихайловский;UA51216;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5121655500;30,105851420000000;47,147743679999998;26900;337681855;village;2754
433;Krasnopillia;Краснопілля;UA5922355100;Krasnopillia;Krasnopilska;Краснопільська;Krasnopilskyi;Краснопільський;Краснопольский;UA59223;Sumska;Сумська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5922355100;35,276353829999998;50,764779259999997;1177;256617976;village;605
434;Borodino;Бородіно;UA5124755500;Borodino;Borodinska;Бородінська;Tarutynskyi;Тарутинський;Тарутинский;UA51247;Odeska;Одеська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);5124755500;29,241360700000001;46,302294699999997;28307;337690850;village;1639
435;Makariv;Макарів;UA3222755100;Makariv;Makarivska;Макарівська;Makarivskyi;Макарівський;Макаровский;UA32227;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3222755100;29,821197680000001;50,444232700000001;30087;1494035871;village;10389
436;Rokytne;Рокитне;UA3223755100;Rokytne;Rokytnianska;Рокитнянська;Rokytnianskyi;Рокитнянський;Ракитнянский;UA32237;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3223755100;30,476307970000001;49,689655410000000;1554;288354177;village;2468
437;Dymer;Димер;UA3221855300;Dymer;Dymerska;Димерська;Vyshhorodskyi;Вишгородський;Вышгородский;UA32218;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3221855300;30,304950059999999;50,785674370000002;30105;1585808480;village;5786
438;Kozhanka;Кожанка;UA3224955600;Kozhanka;Kozhanska;Кожанська;Fastivskyi;Фастівський;Фастовский;UA32249;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3224955600;29,763019130000000;49,968194179999998;11027;337538653;village;2141
439;Hlevakha;Глеваха;UA3221455300;Hlevakha;Hlevakhivska;Глевахівська;Vasylkivskyi;Васильківський;Васильковский;UA32214;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3221455300;30,324344210000000;50,269137790000002;8992;337525824;village;8679
440;Krasiatychi;Красятичі;UA3223556100;Krasiatychi;Krasiatytska;Красятицька;Poliskyi;Поліський;Полесский;UA32235;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3223556100;29,621368740000001;51,080029510000003;4493;337512030;village;660
441;Piskivka;Пісківка;UA3221055600;Piskivka;Piskivska;Пісківська;Borodianskyi;Бородянський;Бородянский;UA32210;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3221055600;29,594064329999998;50,694591899999999;6068;337516674;village;38
442;Zghurivka;Згурівка;UA3221955100;Zghurivka;Zghurivska;Згурівська;Zghurivskyi;Згурівський;Згуровский;UA32219;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3221955100;31,784464960000001;50,494141319999997;7555;337520849;village;5447
443;Kapitanivka;Капітанівка;UA3523855400;Kapitanivka;Kapitanivska;Капітанівська;Novomyrhorodskyi;Новомиргородський;Новомиргородский;UA35238;Kirovohradska;Кіровоградська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3523855400;31,713818249999999;48,914617749999998;4441;337511878;village;234
444;Stavyshche;Ставище;UA3224255100;Stavyshche;Stavyshchenska;Ставищенська;Stavyshchenskyi;Ставищенський;Ставищенский;UA32242;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3224255100;30,188201200000002;49,391301030000001;3017;337507496;village;154
445;Borova;Борова;UA3224955300;Borova;Borivska;Борівська;Fastivskyi;Фастівський;Фастовский;UA32249;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3224955300;30,117257890000001;50,178593759999998;9537;337527400;village;8300
446;Doslidnytske;Дослідницьке;UA3221455600;Doslidnytske;Doslidnytska;Дослідницька;Vasylkivskyi;Васильківський;Васильковский;UA32214;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3221455600;30,146793180000000;49,922885880000003;29709;611230844;village;1910
447;Yelyzavethradka;Єлизаветградка;UA3520555400;Yelyzavethradka;Yelyzavethradkivska;Єлизаветградківська;Oleksandrivskyi;Олександрівський;Александровский;UA35205;Kirovohradska;Кіровоградська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3520555400;32,413632440000001;48,791710039999998;30115;1607766455;village;1327
448;Zavallia;Завалля;UA3521155300;Zavallia;Zavallivska;Заваллівська;Haivoronskyi;Гайворонський;Гайворонский;UA35211;Kirovohradska;Кіровоградська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3521155300;30,012903690000002;48,201431100000001;7112;337519522;village;5
449;Slavske;Славське;UA4624555700;Slavske;Slavska;Славська;Skolivskyi;Сколівський;Сколевский;UA46245;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4624555700;23,431574730000001;48,844531349999997;19766;337583580;village;3508
450;Stara Sil;Стара Сіль;UA4625155700;Stara Sil;Starosolianska;Старосолянська;Starosambirskyi;Старосамбірський;Старосамборский;UA46251;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4625155700;22,963277750000000;49,488635299999999;15207;337557373;village;1158
451;Rudne;Рудне;UA4610165500;Rudne;Rudnenska;Рудненська;Lvivska;Львівська;Львовский;UA46101;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4610165500;23,872053340000001;49,839944469999999;12068;337543024;village;7244
452;Vilshanka;Вільшанка;UA3524355100;Vilshanka;Vilshanska;Вільшанська;Vilshanskyi;Вільшанський;Ольшанский;UA35243;Kirovohradska;Кіровоградська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3524355100;30,876119400000000;48,234241230000002;2028;337503461;village;69
453;Vlasivka;Власівка;UA3510945300;Vlasivka;Vlasivska;Власівська;Svitlovodska;Світловодська;Светловодский;UA35109;Kirovohradska;Кіровоградська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3510945300;33,280988899999997;49,113052690000004;5528;337515053;village;188
454;Skhidnytsia;Східниця;UA4610345400;Skhidnytsia;Skhidnytska;Східницька;Boryslavska;Бориславська;Бориславский;UA46103;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4610345400;23,352164210000002;49,225096420000000;17106;337566424;village;2259
455;Hrebinky;Гребінки;UA3221455500;Hrebinky;Hrebinkivska;Гребінківська;Vasylkivskyi;Васильківський;Васильковский;UA32214;Kyivska;Київська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3221455500;30,175150670000001;49,955840680000001;11181;337539356;village;5736
456;Holovanivsk;Голованівськ;UA3521455100;Holovanivsk;Holovanivska;Голованівська;Holovanivskyi;Голованівський;Голованевский;UA35214;Kirovohradska;Кіровоградська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3521455100;30,463094160000001;48,383582820000001;22573;337600402;village;6150
457;Oleksandriiske;Олександрійське;UA3510345300;Oleksandriiske;Oleksandriiska;Олександрійська;Oleksandriiska;Олександрійська;Александрийский;UA35103;Kirovohradska;Кіровоградська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3510345300;32,986679600000002;48,604231830000003;21376;337592822;village;4876
458;Balakhivka;Балахівка;UA3524955300;Balakhivka;Balakhivska;Балахівська;Petrivskyi;Петрівський;Петровский;UA35249;Kirovohradska;Кіровоградська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);3524955300;33,179060219999997;48,463837810000001;22132;337597680;village;861
459;Borynia;Бориня;UA4625555300;Borynia;Borynska;Боринська;Turkivskyi;Турківський;Турковский;UA46255;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4625555300;23,008186250000001;49,062788810000001;18082;337572642;village;1462
460;Velykyi Liubin;Великий Любінь;UA4620955300;Velykyi Liubin;Velykoliubinska;Великолюбінська;Horodotskyi;Городоцький;Городокский;UA46209;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4620955300;23,730088490000000;49,722710110000001;13179;337547987;village;4550
461;Verkhnie Synovydne;Верхнє Синьовидне;UA4624555300;Verkhnie Synovydne;Verkhnosynovydnenska;Верхньосиньовидненська;Skolivskyi;Сколівський;Сколевский;UA46245;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4624555300;23,589739099999999;49,099738449999997;17960;337571838;village;3348
462;Pomoriany;Поморяни;UA4621855600;Pomoriany;Pomorianska;Поморянська;Zolochivskyi;Золочівський;Золочевский;UA46218;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4621855600;24,933941180000001;49,641019290000003;13924;337551197;village;1370
463;Medenychi;Меденичі;UA4621255400;Medenychi;Medenytska;Меденицька;Drohobytskyi;Дрогобицький;Дрогобычский;UA46212;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4621255400;23,749953120000001;49,430207539999998;15673;337559571;village;3321
464;Nemyriv;Немирів;UA4625855900;Nemyriv;Nemyrivska;Немирівська;Yavorivskyi;Яворівський;Яворовский;UA46258;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4625855900;23,439353340000000;50,104450219999997;10077;337534360;village;1973
465;Olesko;Олесько;UA4620655600;Olesko;Oleska;Олеська;Buskyi;Буський;Бусский;UA46206;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4620655600;24,892980840000000;49,963336409999997;11079;337538874;village;1510
466;Pidbuzh;Підбуж;UA4621255700;Pidbuzh;Pidbuzka;Підбузька;Drohobytskyi;Дрогобицький;Дрогобычский;UA46212;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4621255700;23,244959179999999;49,341558990000003;16352;337562742;village;3362
467;Pidkamin;Підкамінь;UA4620355400;Pidkamin;Pidkaminska;Підкамінська;Brodivskyi;Бродівський;Бродовский;UA46203;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4620355400;25,325342259999999;49,944309920000002;11258;337539725;village;2128
468;Nyzhankovychi;Нижанковичі;UA4625155400;Nyzhankovychi;Nyzhankovytska;Нижанковицька;Starosambirskyi;Старосамбірський;Старосамборский;UA46251;Lvivska;Львівська;Ukraine;Україна;02.10.2017 0:00:00;21.12.2017 0:00:00;селища міського типу (СМТ);4625155400;22,805803990000001;49,674599590000000;13577;337549574;village;1824
